text,label,source_url,category
DKB: Ihr Kontoauszug für August ist jetzt in Ihrem Postfach im Online-Banking verfügbar.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank_echt
Commerzbank: Erinnerung – Ihr Beratungstermin ist am Dienstag um 10:00 Uhr in der Filiale Marktplatz. Bitte bringen Sie Ihren Ausweis mit.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank_echt
"Sparkasse: Der Dauerauftrag Miete über 780,00 € wurde heute ausgeführt.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank_echt
"N26: Sie haben 12,50 € von Jonas Müller erhalten. Nachricht: Pizza gestern, danke!",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank_echt
comdirect: Die Wartungsarbeiten am Online-Banking sind abgeschlossen. Alle Funktionen stehen wieder zur Verfügung.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank_echt
"Volksbank: Ihre Kreditkartenabrechnung für September liegt vor. Der Betrag von 214,30 € wird am 25.09. abgebucht.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank_echt
Praxis Dr. Meier: Erinnerung an Ihren Termin am 12.09. um 09:30 Uhr. Bei Verhinderung bitte bis 24 Std. vorher absagen.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
"Zahnarztpraxis Schulze: Ihr Kontrolltermin ist am Montag, 15.09., 14:15 Uhr. Wir freuen uns auf Sie!",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
Friseur Lockenkopf: Dein Termin morgen um 11 Uhr bei Sarah ist bestätigt. Bis dann!,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
Ihr Termin beim Bürgeramt Mitte am 18.09. um 08:40 Uhr (Wartemarke 143). Bitte bringen Sie alle Unterlagen mit.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
Physiotherapie am Park: Erinnerung – Behandlung heute 16:00 Uhr. Bitte Handtuch mitbringen.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
"KFZ-Werkstatt Braun: Ihr Auto ist fertig und kann ab 15 Uhr abgeholt werden. Rechnung: 189,40 €.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
Deutsche Bahn: Ihr ICE 517 nach München fährt heute planmäßig um 07:52 Uhr von Gleis 8.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
Augenoptik Klar: Ihre neue Brille ist da! Abholung zu unseren Öffnungszeiten Mo–Fr 9–18 Uhr.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
Tierarztpraxis Wedel: Impftermin für Bello am 20.09. um 17:00 Uhr. Bitte Impfpass mitbringen.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
Erinnerung: Elternsprechtag am Donnerstag von 16 bis 19 Uhr. Terminliste hängt im Sekretariat aus.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",termin
"Hallo Mama, ich komme heute etwas später, der Zug hat Verspätung. Nicht auf mich warten mit dem Essen.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
Kannst du auf dem Heimweg Milch und Brot mitbringen? Danke dir!,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Opa, alles Gute zum Geburtstag! Wir kommen am Sonntag zum Kaffee vorbei. Freuen uns!",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Hey, hast du Lust morgen ins Kino? Der neue Film läuft um 20 Uhr.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Bin gut angekommen, das Hotel ist super. Melde mich morgen wieder. Gute Nacht!",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Vergiss nicht, morgen ist der Termin beim Arzt um 10. Soll ich dich fahren?",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
Danke für das schöne Wochenende! Die Kinder reden immer noch vom Zoo.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Mama, ich hab die Prüfung bestanden!!! 2,3 – ich bin so erleichtert.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Kommst du am Samstag zum Grillen? Bring gerne einen Salat mit, wenn du magst.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Hi Oma, wie geht es dir? Ich rufe dich heute Abend an, so gegen 19 Uhr.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Kurze Info: Die Straße vor eurem Haus ist wegen Bauarbeiten gesperrt, fahr lieber über die Ringstraße.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Schatz, ich hab den Schlüssel vergessen. Bist du um 18 Uhr zu Hause?",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
Lust auf Spaziergang nachher? Das Wetter ist herrlich.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Hab dir das Rezept für den Apfelkuchen per Mail geschickt. Sag Bescheid, ob es geklappt hat.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
Wir sind am Wochenende bei Tante Ursula. Soll ich ihr etwas von dir ausrichten?,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
"Bis später, ich hole dich um halb sechs vom Bahnhof ab.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",familie
Amazon: Ihre Bestellung 302-4471234-5566789 (Wasserkocher) wurde versandt. Lieferung voraussichtlich Mittwoch.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
"Zalando: Deine Rücksendung ist eingegangen. Die Erstattung von 59,95 € erfolgt in 3–5 Werktagen auf dein Konto.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
"PayPal: Sie haben 24,99 € an Deutsche Bahn gesendet. Transaktionscode: 1AB23456CD789012E. Details in Ihrem PayPal-Konto.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
"Otto: Vielen Dank für Ihre Bestellung! Ihre Bestellnummer lautet 8837 2210 44. Sie erhalten eine E-Mail, sobald die Ware versandt wird.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
REWE Lieferservice: Ihre Lieferung kommt morgen zwischen 08:00 und 10:00 Uhr. Bitte halten Sie Ihren Personalausweis für alkoholische Getränke bereit.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
MediaMarkt: Ihr Artikel (Kopfhörer) ist im Markt Köln-Kalk zur Abholung bereit. Bitte Bestellbestätigung mitbringen.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
Lieferando: Deine Bestellung bei Pizzeria Roma ist unterwegs und kommt in ca. 20 Minuten.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
"IKEA: Deine Bestellung wurde bearbeitet. Die Lieferung ist für Freitag, 12.09., zwischen 12 und 16 Uhr geplant.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_echt
"Liebe Eltern, morgen fällt die 6. Stunde bei Frau Berger aus. Die Schüler können um 12:30 Uhr nach Hause gehen. Mit freundlichen Grüßen, Sekretariat",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
"Team-Meeting wird auf 14 Uhr verschoben, Raum 3.02. Bitte den aktuellen Projektstand mitbringen.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
"Hallo Herr Krause, die Unterlagen für den Vertrag liegen zur Unterschrift im Sekretariat bereit. Viele Grüße, Petra Lang",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
Erinnerung: Die Klassenfahrt-Anmeldung muss bis Freitag abgegeben werden. Das Formular gibt es beim Klassenlehrer.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
Die Kantine bietet heute Käsespätzle und Gemüsecurry an. Guten Appetit!,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
"Hallo zusammen, das Sportfest findet am 25.09. auf dem Sportplatz statt. Treffpunkt 8:15 Uhr.",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
Ihr Dienstplan für nächste Woche ist online. Änderungen bitte bis Mittwoch an die Teamleitung.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
"Hi, kannst du mir die Mathe-Hausaufgaben schicken? Ich war heute krank. Danke!",0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",schule_arbeit
Stadtbibliothek: Ihre ausgeliehenen Medien sind bis 22.09. verlängert. Guten Lesestoff wünscht Ihr Bibliotheksteam.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",newsletter
Wetterwarnung des DWD für Köln: Heute Nachmittag starke Gewitter möglich. Bitte lose Gegenstände sichern.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",newsletter
Stadtwerke: Am 14.09. von 09:00 bis 12:00 Uhr wird in Ihrer Straße das Wasser wegen Wartungsarbeiten abgestellt.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",newsletter
Ihr Fitnessstudio: Neuer Yoga-Kurs ab Oktober immer dienstags um 18 Uhr. Anmeldung an der Rezeption.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",newsletter
Apotheke am Markt: Ihr bestelltes Medikament ist eingetroffen und kann abgeholt werden.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",newsletter
Volkshochschule: Der Kurs 'Smartphone für Senioren' beginnt am 2.10. Es sind noch Plätze frei.,0,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",newsletter
