text,label,source_url,category
Stadtbibliothek: Ihre Unterlagen wurden per Post versandt. Weitere Informationen finden Sie unter https://www.stadtbibliothek.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
1&1: Ihr Datenvolumen ist zu 80 % verbraucht. Optionen finden Sie hier: https://control-center.1und1.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",telekom_echt
"Commerzbank: Ihre Kreditkartenabrechnung für Oktober liegt vor. Der Betrag von 1042,49 € wird am 27. abgebucht. Infos: https://www.commerzbank.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
"Liebe Eltern, am 11.8. findet der Elternsprechtag von 17:00 bis 18:00 Uhr statt. Anmeldung: https://www.iserv.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",schule_arbeit
Fitnessstudio Aktiv: Ihr Anmeldecode: 963 769. Der Code ist 10 Minuten gültig und wird niemals telefonisch erfragt.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",verifizierung
o2: Der Techniker-Termin am 11.12. zwischen 9:00 und 16:00 Uhr ist bestätigt.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",telekom_echt
Volkshochschule: Erinnerung: Ihr Termin ist am 28.3. um 10:45 Uhr. Bei Verhinderung bitte rechtzeitig absagen.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
Stadtwerke: Ihr Einmalpasswort für die Anmeldung: 502 617. Bitte nicht weitergeben.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",verifizierung
Physiotherapie am Park: Ihr Termin am 4.11. um 9:30 Uhr ist bestätigt. Wir freuen uns auf Sie.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
Buchhandlung Lesezeit: Ihr Einmalpasswort für die Anmeldung: 683 675. Bitte nicht weitergeben.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",verifizierung
Sparkasse: Ihr Beratungstermin am 12.2. um 11:30 Uhr in der Filiale ist bestätigt. https://www.sparkasse.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Thalia: Ihr Artikel ist abholbereit. Bitte Bestellbestätigung mitbringen. Details: https://www.thalia.de/mein-konto,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",shopping_echt
Volksbank: Ihr Kontoauszug für September steht im Online-Banking bereit: https://www.vr.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Deutsche Rentenversicherung: Ihr Bescheid liegt in Ihrem Postfach bereit. Anmelden unter https://www.deutsche-rentenversicherung.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
Zahnarztpraxis Kern: Ihr Termin am 13.11. um 18:15 Uhr ist bestätigt. Wir freuen uns auf Sie.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
AOK: Ihr Termin am 2.4. um 13:00 Uhr ist bestätigt. Bitte Personalausweis mitbringen. https://www.aok.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
Sparkasse: Neue Nachricht in Ihrem Postfach im Online-Banking: https://www.sparkasse.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Amazon: Ihre Bestellung 548-8372274 wurde versandt. Lieferung voraussichtlich Mittwoch. https://www.amazon.de/gp/your-account/order-history,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",shopping_echt
"DKB: Sie haben 626,99 € erhalten. Verwendungszweck siehe Umsatzübersicht: https://www.dkb.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
"o2: Ihr Guthaben beträgt 21,99 €. Aufladen unter https://www.o2online.de/mein-o2",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",telekom_echt
AOK: Ihre Zahlung ist eingegangen. Vielen Dank. Kontoübersicht: https://www.aok.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
"Opa, ich habe dir das Video hochgeladen: https://www.youtube.com/watch?v=69sjgex08n6",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",familie
Bundesagentur für Arbeit: Ihre Zahlung ist eingegangen. Vielen Dank. Kontoübersicht: https://www.arbeitsagentur.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
"Hallo Oma, hier die Fotos vom Wochenende: https://photos.google.com/share/w7mrxt6etj3 Liebe Grüße!",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",familie
"Amazon: Ihre Rücksendung ist eingegangen. Die Erstattung von 182,00 € erfolgt in wenigen Werktagen. https://www.amazon.de/gp/your-account/order-history",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",shopping_echt
Zalando: Ihre Bestellung 417-7319630 wurde bestätigt. Übersicht: https://www.zalando.de/myaccount,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",shopping_echt
Physiotherapie am Park: Erinnerung an Ihren Termin morgen um 8:20 Uhr. Bitte bringen Sie Ihre Unterlagen mit.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
DKB: Ihr Beratungstermin am 12.4. um 9:00 Uhr in der Filiale ist bestätigt. https://www.dkb.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Sparkasse: Die Wartungsarbeiten am Online-Banking sind abgeschlossen. Alle Funktionen stehen wieder zur Verfügung: https://www.sparkasse.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Zahnarztpraxis Kern: Bitte bestätigen Sie Ihren Termin am 16.1. um 10:45 Uhr mit JA.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
Erinnerung: Die Fortbildung am 24.5. beginnt um 12:30 Uhr in Raum 204. Programm: https://www.vhs.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",schule_arbeit
congstar: Die Störung in Ihrer Region ist behoben. Ihr Anschluss funktioniert wieder normal. Status: https://www.congstar.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",telekom_echt
Hermes: Ihre Rücksendung 00340434437882805 ist bei uns eingegangen. Weitere Schritte: https://www.myhermes.de/empfangen/sendungsverfolgung/,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",paket_echt
Friseursalon Haarmonie: Erinnerung an Ihren Termin morgen um 18:45 Uhr. Bitte bringen Sie Ihre Unterlagen mit.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"N26: Sie haben 380,99 € erhalten. Verwendungszweck siehe Umsatzübersicht: https://n26.com/de-de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Telekom: Der Techniker-Termin am 25.5. zwischen 13:00 und 17:00 Uhr ist bestätigt.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",telekom_echt
"comdirect: Ihre Kreditkartenabrechnung für Februar liegt vor. Der Betrag von 406,90 € wird am 8. abgebucht. Infos: https://www.comdirect.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Vodafone: Ihr Vertrag wurde wie gewünscht verlängert. Details im Kundencenter: https://www.vodafone.de/meinvodafone,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",telekom_echt
Techniker Krankenkasse: Ihr Bescheid liegt in Ihrem Postfach bereit. Anmelden unter https://www.tk.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
Deutsche Rentenversicherung: Ihre Zahlung ist eingegangen. Vielen Dank. Kontoübersicht: https://www.deutsche-rentenversicherung.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
Deutsche Bahn: Ihre ausgeliehenen Medien sind bis zum 12.9. verlängert. Übersicht: https://www.bahn.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
Zahnarztpraxis Kern: Wir möchten Sie freundlich an Ihren Termin am 24.3. um 14:15 Uhr erinnern. Mit freundlichen Grüßen,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"Orthopädie Zentrum: Ihr Termin wurde auf den 7.3., 16:20 Uhr verschoben. Passt das für Sie?",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"Hallo zusammen, die Bilder vom Sportfest sind online: https://drive.google.com/drive/folders/qjuw0fzubmx",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",familie
"DKB: Ihre Überweisung von 1102,00 € wurde ausgeführt. Details im Online-Banking: https://www.dkb.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Steuerberatung Klein: Erinnerung: Ihr Termin ist am 21.11. um 17:00 Uhr. Bei Verhinderung bitte rechtzeitig absagen.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"Hallo Oma, hier die Fotos vom Wochenende: https://photos.google.com/share/m0y0amkygwx Liebe Grüße!",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",familie
GLS: Ihr Paket 00340434992994062 wurde beim Nachbarn abgegeben. Vielen Dank. Status: https://www.gls-pakete.de/sendungsverfolgung,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",paket_echt
Steuerberatung Klein: Ihr Termin am 2.6. um 11:15 Uhr ist bestätigt. Wir freuen uns auf Sie.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
Augenarztpraxis Hoffmann: Wir möchten Sie freundlich an Ihren Termin am 3.4. um 18:20 Uhr erinnern. Mit freundlichen Grüßen,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
Hörakustik Klang: Wir möchten Sie freundlich an Ihren Termin am 20.7. um 9:00 Uhr erinnern. Mit freundlichen Grüßen,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"Thalia: Vielen Dank für Ihre Bestellung 476-9712003. Wir informieren Sie, sobald die Ware versandt wird. https://www.thalia.de/mein-konto",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",shopping_echt
DHL: Ihr Paket 00340434209747451 wurde in der Packstation hinterlegt. Abholcode in der App. Mehr: https://www.dhl.de/de/privatkunden/pakete-empfangen/verfolgen.html,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",paket_echt
"comdirect: Ihre Überweisung von 403,90 € wurde ausgeführt. Details im Online-Banking: https://www.comdirect.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Volksbank: Ihre neue Girocard wurde versandt und kommt in wenigen Werktagen. Die PIN folgt separat per Post.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Stadtwerke: Ihr Bestätigungscode lautet 578 610. Geben Sie diesen Code an niemanden weiter.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",verifizierung
Rundfunkbeitrag: Am 17.9. wird in Ihrer Straße von 10:00 bis 18:00 Uhr gewartet. Weitere Informationen: https://www.rundfunkbeitrag.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
"Thalia: Ihre Rücksendung ist eingegangen. Die Erstattung von 72,95 € erfolgt in wenigen Werktagen. https://www.thalia.de/mein-konto",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",shopping_echt
"Friseursalon Haarmonie: Ihr Termin wurde auf den 14.10., 10:30 Uhr verschoben. Passt das für Sie?",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"congstar: Ihre Rechnung für Juli (66,95 €) ist im Kundencenter verfügbar: https://www.congstar.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",telekom_echt
Augenarztpraxis Hoffmann: Erinnerung an Ihren Termin morgen um 18:30 Uhr. Bitte bringen Sie Ihre Unterlagen mit.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"ING: Ihre Überweisung von 869,49 € wurde ausgeführt. Details im Online-Banking: https://www.ing.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
"N26: Für die Überweisung von 638,99 € wurde eine TAN angefordert. Bitte in der App freigeben.",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
DHL: Ihre Sendung 00340434786579303 wird heute zwischen 08:00 und 12:00 Uhr zugestellt. Sendungsverfolgung: https://www.dhl.de/de/privatkunden/pakete-empfangen/verfolgen.html,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",paket_echt
Praxis Dr. Meier: Ihr Einmalpasswort für die Anmeldung: 616 561. Bitte nicht weitergeben.,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",verifizierung
"N26: Ihre Überweisung von 1139,00 € wurde ausgeführt. Details im Online-Banking: https://n26.com/de-de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
"ING: Sie haben 1142,99 € erhalten. Verwendungszweck siehe Umsatzübersicht: https://www.ing.de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
"Physiotherapie am Park: Ihr Termin wurde auf den 12.6., 14:15 Uhr verschoben. Passt das für Sie?",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",termin
"N26: Kartenzahlung 1216,50 € erfolgreich. Alle Umsätze sehen Sie im Online-Banking: https://n26.com/de-de",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",bank_echt
Rundfunkbeitrag: Ihre Unterlagen wurden per Post versandt. Weitere Informationen finden Sie unter https://www.rundfunkbeitrag.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",behoerde_echt
Hinweis: Die Anmeldung für die Klassenfahrt muss bis 11.7. abgegeben werden. Formular: https://www.iserv.de,0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",schule_arbeit
"Praxis Dr. Meier: Code zum Zurücksetzen Ihres Passworts: 175 495. Falls Sie das nicht angefordert haben, ignorieren Sie diese Nachricht.",0,"synthetic v3: generiert mit Claude (Anthropic) am 2026-09-17 – nur fuer Training, nie fuer Test; Fokus: formelle deutsche Nachrichten mit offiziellem Link (Gegengewicht zur Sie/Ihre-Verzerrung)",verifizierung
