text,label,source_url,category
Hermes Paketshop: Ihr Paket wurde nicht abgeholt und wird in 2 Tagen entsorgt. Abholung bestätigen: hermes-abholung.top,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",paket
Sparkasse: Ihr Online-Banking wurde aus Sicherheitsgründen eingeschränkt. Bitte verifizieren Sie Ihre Daten innerhalb von 24 Stunden: sparkasse-sicherheit.info/login,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
"Volksbank: Ihre pushTAN-Registrierung läuft heute ab. Erneuern Sie jetzt, sonst wird Ihr Konto gesperrt: vr-pushtan-erneuern.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
Postbank: Wir haben einen unbefugten Zugriff auf Ihr Konto festgestellt. Bestätigen Sie sofort Ihre Identität: postbank-schutz.xyz,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
Commerzbank: Neue Sicherheitsrichtlinie. Ohne Aktualisierung Ihrer Daten bis 15.09. ist kein Zugriff mehr möglich: commerzbank-update.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
ING: Ihre Karte wurde vorübergehend gesperrt. Zum Entsperren hier klicken: ing-karte-entsperren.info,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
"DKB: Es liegt eine wichtige Nachricht in Ihrem Postfach. Bitte melden Sie sich umgehend an, um eine Kontosperrung zu vermeiden: dkb-postfach.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
Sparkasse Kundenservice: Ihr S-pushTAN-Verfahren muss neu freigeschaltet werden. Freischaltung starten: s-pushtan-freischalten.xyz,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
"Ihre Kreditkarte wurde für eine Zahlung von 489,00 € belastet. Nicht Sie? Stornieren Sie hier: karte-stornieren.info",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
Targobank: Bitte bestätigen Sie die neue Telefonnummer für Ihr Konto. Ohne Bestätigung wird das Konto eingeschränkt: targobank-nummer.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
Sparkasse: Letzte Mahnung! Ihre Legitimation ist noch nicht abgeschlossen. Handeln Sie bis 23:59 Uhr: sparkasse-legitimation.top,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
"N26: Wir haben verdächtige Aktivitäten bemerkt. Verifizieren Sie sich jetzt, um Ihr Guthaben zu schützen: n26-verify.xyz",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
Comdirect: Ihr TAN-Verfahren wurde deaktiviert. Aktivieren Sie es innerhalb von 48 Stunden erneut: comdirect-tan.info,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",bank
"Bundeszentralamt für Steuern: Ihnen steht eine Steuererstattung von 263,40 € zu. Beantragen Sie die Auszahlung bis 20.09.: steuer-erstattung.info",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
ELSTER: Ihre Steuererklärung enthält einen Fehler. Bitte korrigieren Sie die Angaben innerhalb von 3 Tagen: elster-korrektur.top,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
"Bundesportal: Offener Bußgeldbescheid wegen Geschwindigkeitsüberschreitung. Zahlen Sie 48,50 € jetzt, um eine Erhöhung zu vermeiden: bussgeld-portal.xyz",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
Finanzamt: Letzte Erinnerung zur Zahlung Ihrer Steuerschuld. Bei Nichtzahlung erfolgt Vollstreckung: finanzamt-zahlung.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
Ihre Krankenkasse: Ihre elektronische Gesundheitskarte muss aktualisiert werden. Andernfalls entfällt der Versicherungsschutz: ekarte-update.info,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
"Rundfunkbeitrag: Ihre Zahlung ist fehlgeschlagen. Aktualisieren Sie Ihre Bankverbindung, um Mahngebühren zu vermeiden: beitrag-zahlung.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
Deutsche Rentenversicherung: Ihre Rentenanpassung wurde genehmigt. Bestätigen Sie Ihre Kontodaten für die Auszahlung: rente-auszahlung.xyz,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
Bundesagentur für Arbeit: Ihr Antrag wurde vorläufig gestoppt. Bitte laden Sie fehlende Unterlagen bis morgen hoch: arbeitsagentur-antrag.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",behoerde
Netflix: Zahlung fehlgeschlagen. Ihr Konto wird in 24 Stunden gesperrt. Zahlungsmethode aktualisieren: netflix-zahlung.info,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",streaming
Spotify: Wir konnten Ihr Premium-Abo nicht verlängern. Aktualisieren Sie Ihre Zahlungsdaten: spotify-premium-update.top,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",streaming
"Disney+: Ihr Abonnement wurde ausgesetzt. Reaktivieren Sie es jetzt, um Ihre Serien weiterzusehen: disneyplus-reaktivieren.xyz",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",streaming
Amazon Prime: Ihre Mitgliedschaft konnte nicht verlängert werden. Bitte bestätigen Sie Ihre Kreditkarte: prime-verlaengern.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",streaming
"Sky: Ihre letzte Rechnung ist offen. Um eine Abschaltung zu vermeiden, begleichen Sie den Betrag heute: sky-rechnung.info",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",streaming
DAZN: Zugangsdaten abgelaufen. Erneuern Sie Ihr Passwort innerhalb von 12 Stunden: dazn-login.top,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",streaming
Herzlichen Glückwunsch! Sie wurden als Gewinner eines iPhone 16 ausgewählt. Bestätigen Sie Ihre Lieferadresse innerhalb von 24 Stunden: gewinn-abholen.xyz,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",gewinnspiel
Lidl Kundenumfrage: Nehmen Sie teil und erhalten Sie einen 500 € Gutschein. Nur noch heute: lidl-umfrage.top,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",gewinnspiel
Sie haben 1.000 € in unserem Treueprogramm gewonnen! Auszahlung nur nach Verifizierung Ihrer Bankdaten: treue-gewinn.info,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",gewinnspiel
"REWE Bonus: Ihr Konto hat 2.350 Punkte. Lösen Sie sie bis Mitternacht ein, sonst verfallen sie: rewe-bonus.click",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",gewinnspiel
Glückwunsch! Ihre Handynummer wurde bei unserer Verlosung gezogen. Preis jetzt sichern: verlosung-preis.xyz,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",gewinnspiel
Ihr Amazon-Gutschein über 250 € wartet. Zum Einlösen bitte Kartendaten zur Verifizierung eingeben: amazon-gutschein.top,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",gewinnspiel
"Hallo Mama, mein Handy ist kaputt gegangen, das ist meine neue Nummer. Kannst du mir kurz schreiben? Ich brauche dringend deine Hilfe.",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Hi Papa, ich bin's. Neues Handy, alte Nummer geht nicht mehr. Speicher bitte diese Nummer. Ich muss heute noch eine Rechnung bezahlen, kannst du mir 850 € überweisen? Ich gebe es dir morgen zurück.",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Hallo Mami, hier ist meine neue Nummer, die alte kannst du löschen. Kannst du mir schnell helfen, mein Online-Banking ist gesperrt und ich muss dringend 1.200 € zahlen?",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Hey Oma, ich hatte einen kleinen Unfall und mein Handy ist hin. Bitte erzähl es Mama nicht. Kannst du mir Geld leihen? Ich schicke dir die Kontonummer.",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Hallo, ich bin's, dein Sohn. Ich schreibe von einem Freund aus. Kannst du mir bitte sofort 2.000 € überweisen? Ist wirklich dringend, ich erkläre alles später.",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Mama bist du da? Ich habe ein neues Handy und komme nicht in mein Konto. Kannst du für mich eine Überweisung machen? Bitte schnell, die Frist läuft heute ab.",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Hallo Papa, kannst du mir kurz per PayPal 400 € schicken? Mein Handy ist ins Wasser gefallen und ich habe keinen Zugriff auf mein Konto. Das ist meine neue Nummer.",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Hi, ich bin's, Lisa. Neue Nummer! Bitte speichern. Ich stecke gerade in einer Notlage, kannst du mir heute noch Geld leihen?",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",whatsapp_familie
"Telekom: Ihre letzte Rechnung konnte nicht abgebucht werden. Aktualisieren Sie Ihre Zahlungsdaten, um eine Sperrung zu vermeiden: telekom-rechnung.info",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",telekom
"Vodafone: Ihr Vertrag wird gekündigt, wenn Sie Ihre Daten nicht bis morgen bestätigen: vodafone-vertrag.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",telekom
o2: Sie haben eine neue Mailbox-Nachricht. Zum Anhören bitte hier anmelden: o2-mailbox.xyz,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",telekom
"1&1: Ihr Postfach ist zu 98 % voll. Speicher jetzt erweitern, sonst gehen E-Mails verloren: 1und1-speicher.click",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",telekom
Telekom Kundencenter: Sicherheitswarnung! Unbekanntes Gerät in Ihrem Konto angemeldet. Prüfen Sie sofort: telekom-sicherheit.info,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",telekom
"Vodafone: Rückerstattung von 34,90 € für Ihre Doppelzahlung. Bankdaten bestätigen: vodafone-erstattung.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",telekom
"PayPal: Ihr Konto wurde vorübergehend eingeschränkt. Um die Einschränkung aufzuheben, bestätigen Sie Ihre Identität: paypal-konto-pruefen.info",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
"PayPal: Sie haben 199,99 € an Media-Markt gesendet. Falls Sie diese Zahlung nicht getätigt haben, stornieren Sie hier: paypal-storno.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
"eBay Kleinanzeigen: Der Käufer hat bereits bezahlt. Bestätigen Sie den Erhalt des Geldes hier, sonst wird die Zahlung storniert: kleinanzeigen-zahlung.xyz",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
Amazon: Ungewöhnliche Anmeldung aus Rumänien festgestellt. Sichern Sie Ihr Konto sofort: amazon-konto-sichern.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
"Zalando: Ihre Bestellung wurde storniert, da die Zahlung fehlgeschlagen ist. Zahlung erneut versuchen: zalando-zahlung.info",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
"Klarna: Offene Rechnung über 79,90 €. Begleichen Sie den Betrag heute, um Inkassogebühren zu vermeiden: klarna-rechnung.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
"Kleinanzeigen: Hallo, ich nehme den Artikel. Ich zahle über 'Sicher bezahlen', bitte klicken Sie auf den Link und geben Sie Ihre Kartendaten für die Auszahlung ein: kleinanzeigen-auszahlung.xyz",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
Otto: Ihr Kundenkonto wurde wegen verdächtiger Aktivitäten gesperrt. Entsperren Sie es innerhalb von 24 Stunden: otto-entsperren.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",shopping_paypal
"Ihr Google-Konto wird in 48 Stunden gelöscht. Bestätigen Sie Ihre Telefonnummer, um dies zu verhindern: google-konto-schutz.info",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",sonstiges
"Microsoft: Ihr Passwort läuft heute ab. Ändern Sie es jetzt, um den Zugriff auf Ihre Dateien zu behalten: microsoft-passwort.top",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",sonstiges
"Apple ID: Ihr Apple-Konto wurde von einem unbekannten Gerät verwendet. Wenn Sie das nicht waren, sperren Sie es sofort: appleid-sperren.xyz",1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",sonstiges
Wichtige Verwaltungsmitteilung: Sie haben ein Einschreiben nicht abgeholt. Zustellung erneut beauftragen: einschreiben-neu.click,1,"synthetic: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test",sonstiges
