text,label,source_url,category
Doctolib: Erinnerung – Ihr Termin bei Dr. Anna Brandt (Hautärztin) ist am 15.09. um 09:20 Uhr. Verwalten: https://www.doctolib.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Praxis Dr. Meier: Bitte bestätigen Sie Ihren Termin am 17.09. um 14:30 Uhr mit JA. Absagen unter 0221 5566778.,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Bürgeramt Köln-Innenstadt: Ihr Termin am 24.09. um 10:15 Uhr ist bestätigt. Vorgangsnummer 5521. Infos: https://www.stadt-koeln.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Zahnarztpraxis Kern: Erinnerung an Ihre Prophylaxe am 19.09. um 08:00 Uhr. Bitte Versichertenkarte mitbringen.,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Physio Aktiv: Ihr Termin morgen 16:00 Uhr bei Herrn Roth ist bestätigt. Online verwalten: https://www.physio-aktiv-koeln.de/termine,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Friseur Schnittpunkt: Dein Termin am Samstag um 11:30 Uhr bei Mia. Verschieben? https://www.treatwell.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
TÜV Rheinland: Ihre Hauptuntersuchung ist am 22.09. um 13:00 Uhr in der Prüfstelle Ehrenfeld. Bitte Fahrzeugschein mitbringen.,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Augenoptik Blick: Ihre Brille ist abholbereit. Öffnungszeiten und Anfahrt: https://www.augenoptik-blick.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Tierarztpraxis Nord: Erinnerung – Impftermin für Luna am 20.09. um 17:30 Uhr.,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
"VHS Köln: Ihr Kurs „Smartphone für Einsteiger"" beginnt am 1.10. um 10:00 Uhr, Raum 204. Kursdetails: https://www.vhs-koeln.de",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",termin
Zalando: Ihre Bestellung 1042-5589-7712 wurde versandt. Lieferung voraussichtlich Donnerstag. Sendungsverfolgung: https://www.zalando.de/myaccount,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
"Otto: Vielen Dank für Ihre Bestellung 7788 2210 3. Wir informieren Sie, sobald die Ware versandt wird. https://www.otto.de/mein-konto",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
"IKEA: Ihre Lieferung ist für Freitag, 12.09., zwischen 8 und 12 Uhr geplant. Details: https://www.ikea.com/de/de/customer-service/track-manage-order/",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
Lieferando: Ihre Bestellung bei Pizzeria Napoli ist auf dem Weg und kommt in ca. 25 Minuten. https://www.lieferando.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
REWE: Ihre Lieferung kommt morgen zwischen 09:00 und 11:00 Uhr. Bestellung ändern bis heute 18 Uhr: https://shop.rewe.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
MediaMarkt: Ihr Artikel ist abholbereit im Markt Köln-Kalk. Bitte Bestellbestätigung mitbringen. https://www.mediamarkt.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
"eBay: Ihr Artikel „Bürostuhl schwarz"" wurde vom Verkäufer versandt. Sendungsverfolgung: https://www.ebay.de/myb",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
"PayPal: Sie haben 24,99 € an Deutsche Bahn gesendet. Transaktionscode 5BC12345DE678901F. Details: https://www.paypal.com/de",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",shopping_echt
Stadtwerke Köln: Ihre Jahresabrechnung ist im Kundenportal verfügbar: https://www.stadtwerke-koeln.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
Finanzamt Köln-Mitte: Ihr Steuerbescheid 2025 liegt in Ihrem ELSTER-Postfach bereit. Anmelden unter https://www.elster.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
Deutsche Rentenversicherung: Ihre Renteninformation wurde per Post versandt. Weitere Informationen: https://www.deutsche-rentenversicherung.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
Rundfunkbeitrag: Ihre Zahlung für das Quartal ist eingegangen. Vielen Dank. Kontoinformationen: https://www.rundfunkbeitrag.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
Bundesagentur für Arbeit: Ihr Beratungstermin am 18.09. um 09:00 Uhr ist bestätigt. Bitte bringen Sie Ihren Personalausweis mit. https://www.arbeitsagentur.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
Techniker Krankenkasse: Ihre neue Gesundheitskarte wird in den nächsten Tagen zugestellt. Infos: https://www.tk.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
AWB Köln: Die Papiertonne wird diese Woche am Donnerstag geleert. Abfuhrkalender: https://www.awbkoeln.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
Deutsche Bahn: Ihr ICE 613 nach Frankfurt fährt heute planmäßig um 08:14 Uhr von Gleis 5. Reiseplan: https://www.bahn.de,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",behoerde_echt
"Telekom: Ihre Rechnung für September (42,95 €) ist im Kundencenter verfügbar: https://www.telekom.de/kundencenter",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",telekom_echt
Vodafone: Ihr Datenvolumen ist zu 80 % verbraucht. Optionen in der MeinVodafone-App: https://www.vodafone.de/meinvodafone,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",telekom_echt
"o2: Ihre neue Rechnung ist da. Betrag 29,99 €, Abbuchung am 15.09. Details: https://www.o2online.de",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",telekom_echt
1&1: Die Wartungsarbeiten in Ihrer Region sind abgeschlossen. Ihr Anschluss funktioniert wieder normal.,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",telekom_echt
Telekom: Ihr Termin für die Glasfaser-Installation am 23.09. zwischen 8 und 12 Uhr ist bestätigt.,0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",telekom_echt
"congstar: Ihr Guthaben beträgt 5,20 €. Aufladen unter https://www.congstar.de",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",telekom_echt
"Hallo Oma, hier die Fotos vom Wochenende: https://photos.google.com/share/AbCdEf123 Liebe Grüße!",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",familie
"Hey, das Rezept, von dem ich erzählt hab: https://www.chefkoch.de/rezepte/apfelkuchen Probier's mal!",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",familie
"Mama, ich hab die Zugverbindung rausgesucht: https://www.bahn.de – 14:32 ab Köln, bin um 17 Uhr da.",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",familie
"Hier der Link zum Elternabend-Formular, bitte bis Freitag ausfüllen: https://docs.google.com/forms/d/elternabend",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",familie
"Opa, ich hab dir das Video vom Konzert hochgeladen: https://www.youtube.com/watch?v=konzert2026",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",familie
"Hallo zusammen, die Fotos vom Sportfest sind online: https://drive.google.com/drive/folders/sportfest",0,"synthetic v2: generiert mit Claude (Anthropic) am 2026-09-09 – nur fuer Training, nie fuer Test; Fokus: formelle Nachrichten mit offiziellem Link",familie
